,EmpNumber,Age,Gender,Edu_Background,MaritalStatus,Emp_Dept,Emp_JobRole,Busi_Trav_Freq,Dist_From_Home,Emp_Edu_Level,Emp_Envi_Satisfaction,Emp_Hour_Rate,Emp_Job_Involvement,EmpJobLevel,EmpJobSatisfaction,Num_Comp_worked,OverTime,Last_Sal_Hike_Perc,Emp_Rel_Satisfaction,Tot_WorkExp,TrainingTimes_LastYear,EmpWork_LifeBal,Exp_At_ThisComp,Curr_Role_Exp,Since_LastPromo,Curr_Manager_Years,Attrition,Performance_Rating
666,E1002193,34,0,4,1,4,18,2,3,1,4,75,2,2,4,3,1,12,3,9,3,2,4,2,0,1,No,2
667,E1002194,31,0,4,0,3,13,2,4,3,1,62,4,1,3,8,0,12,2,4,0,2,2,2,2,2,No,1
668,E1002196,26,1,1,1,3,16,1,6,3,3,61,4,1,4,0,0,18,1,8,3,3,7,7,7,7,No,2
669,E1002200,45,1,4,2,3,16,1,1,4,2,44,3,2,3,4,0,12,3,12,3,3,4,2,0,3,No,2
670,E1002202,33,1,3,2,4,18,2,10,4,2,43,3,2,3,1,0,14,2,10,2,2,10,4,0,9,No,2
671,E1002205,28,1,5,1,4,18,1,1,2,3,42,2,2,4,1,1,12,3,7,2,3,7,7,0,7,No,2
672,E1002207,39,0,5,1,4,18,0,21,4,1,32,1,2,3,6,0,19,3,10,1,3,3,2,1,2,No,1
673,E1002209,27,1,2,1,3,16,2,2,4,2,41,3,1,2,1,0,11,3,6,3,2,5,3,1,2,No,1
674,E1002210,34,1,1,1,3,15,1,22,4,3,86,2,2,4,1,1,15,2,16,3,3,15,10,6,11,No,2
675,E1002212,47,1,2,1,3,16,0,14,4,3,64,3,2,2,8,0,18,3,16,4,4,8,7,1,7,No,2
676,E1002213,56,0,3,1,4,18,2,11,5,4,89,2,2,1,4,0,16,3,6,3,3,0,0,0,0,No,2
677,E1002215,38,0,4,0,3,16,1,8,3,4,58,2,2,2,1,1,16,3,20,3,3,20,11,0,7,No,2
678,E1002216,58,0,5,1,4,11,2,21,3,4,72,3,4,4,4,1,13,3,29,2,2,1,0,0,0,No,2
679,E1002217,32,0,5,2,3,15,1,5,2,1,47,4,1,3,3,1,14,1,8,2,3,4,1,0,3,Yes,2
680,E1002218,38,1,5,0,3,16,2,9,2,2,71,3,1,4,2,0,19,4,10,0,4,5,2,0,3,No,0
681,E1002219,49,1,5,1,3,16,1,2,1,2,42,3,5,4,3,0,15,4,28,3,3,5,4,4,3,No,1
682,E1002221,42,1,3,0,4,18,2,12,4,2,77,3,2,4,3,1,12,3,14,4,3,0,0,0,0,No,2
683,E1002222,27,0,0,1,2,9,1,22,3,1,58,2,1,2,1,0,12,1,1,2,3,1,0,0,0,Yes,2
684,E1002223,35,1,4,1,4,18,2,18,4,2,71,3,2,1,0,0,16,4,6,2,1,5,3,0,4,No,1
685,E1002225,28,1,4,2,3,16,0,16,3,3,49,3,1,3,1,0,14,3,5,3,2,5,3,1,4,No,2
686,E1002226,31,1,4,0,3,15,0,3,2,3,48,3,1,1,1,1,13,4,4,3,4,4,2,2,3,No,2
687,E1002227,36,1,5,1,3,16,0,9,4,1,66,4,1,2,1,0,22,2,5,3,3,5,4,0,2,No,2
688,E1002228,34,1,3,2,4,18,2,1,3,1,32,3,3,4,1,0,21,1,14,3,2,14,8,2,1,No,1
689,E1002229,34,1,4,0,4,18,2,13,4,4,39,3,3,3,1,0,18,3,9,2,2,8,7,1,1,No,2
690,E1002230,26,1,4,2,3,13,2,1,3,3,95,3,1,1,0,0,13,4,8,6,2,7,7,7,6,No,2
691,E1002233,32,0,4,0,3,16,0,15,4,3,34,3,2,4,5,0,18,2,9,6,3,5,1,1,2,No,2
692,E1002238,28,1,2,0,3,16,2,17,3,3,32,2,1,4,5,0,12,1,6,2,2,4,1,0,3,Yes,2
693,E1002239,38,1,5,2,4,14,2,1,3,1,59,2,1,1,4,0,14,1,20,3,2,1,0,0,0,No,2
694,E1002240,35,0,5,1,4,18,2,7,4,3,55,3,2,4,1,1,11,4,10,2,3,10,8,0,9,No,2
695,E1002243,27,1,3,2,4,18,2,9,3,4,44,3,2,4,1,0,14,1,7,5,3,7,7,0,7,No,2
696,E1002244,32,1,5,2,3,16,2,5,4,4,56,2,2,4,8,0,24,2,8,1,3,1,0,0,0,No,0
697,E1002245,31,1,3,1,4,18,1,26,4,1,63,3,2,4,1,1,11,3,10,4,3,10,7,0,8,Yes,2
698,E1002246,53,1,5,2,4,18,2,24,4,1,66,3,3,1,6,1,13,2,15,2,2,2,2,2,2,Yes,1
699,E1002247,54,0,5,1,3,15,2,9,2,1,67,3,2,3,3,0,11,3,9,6,2,4,3,2,3,No,1
700,E1002248,33,1,5,0,3,16,1,7,2,4,36,3,2,3,1,0,20,3,9,2,3,9,7,2,8,No,0
701,E1002249,43,1,5,1,3,6,2,11,3,1,30,3,3,3,1,0,17,2,10,1,3,10,9,0,9,No,2
702,E1002250,38,1,1,1,2,9,1,1,4,4,88,3,1,2,0,1,11,2,7,2,3,6,2,1,2,No,2
703,E1002251,55,1,0,1,2,11,2,26,4,3,71,4,5,2,4,1,18,1,35,0,3,10,9,1,4,No,2
704,E1002252,31,0,4,0,3,16,2,2,1,4,59,1,1,4,1,1,11,3,1,4,3,1,0,0,0,No,2
705,E1002253,39,1,3,2,4,18,2,15,4,2,77,3,4,1,0,0,12,1,21,3,3,20,8,11,10,No,1
706,E1002254,42,1,5,2,3,15,0,23,2,4,37,2,2,3,1,0,12,4,20,2,3,20,9,3,7,No,2
707,E1002257,31,0,4,1,3,4,0,10,3,3,40,3,3,3,4,0,20,3,13,2,4,11,7,4,8,No,0
708,E1002258,54,0,4,2,3,7,2,10,3,3,77,3,2,1,6,1,19,4,9,3,3,5,2,1,4,No,2
709,E1002259,24,1,5,2,3,6,2,1,2,2,45,2,2,3,1,0,12,2,4,2,2,4,3,1,2,No,1
710,E1002260,23,1,1,2,3,13,2,12,2,4,78,3,1,4,1,0,13,3,5,6,4,5,2,1,4,No,2
711,E1002263,40,0,2,1,3,13,1,11,3,4,73,3,2,3,1,0,11,1,10,2,4,10,9,9,4,No,2
712,E1002264,40,0,3,1,4,18,2,2,2,2,92,3,2,2,3,0,14,3,15,4,3,11,8,5,10,No,1
713,E1002265,25,0,0,1,2,9,2,2,3,3,82,3,1,2,4,0,14,3,6,3,3,2,0,1,2,No,2
714,E1002267,30,1,4,1,3,13,2,1,2,4,76,3,1,2,1,0,13,3,12,6,2,12,8,1,7,No,2
715,E1002270,25,1,1,0,3,13,2,2,1,4,57,3,1,3,6,1,19,3,7,2,2,2,2,0,2,No,2
716,E1002271,47,1,4,2,3,16,2,25,3,1,84,3,3,3,2,0,23,2,25,3,3,17,14,12,11,No,1
717,E1002273,38,1,5,1,4,18,2,1,4,4,86,3,2,2,0,0,15,1,16,3,3,15,13,5,8,No,2
718,E1002274,31,1,5,1,4,14,2,2,2,1,54,3,1,3,0,0,19,3,3,1,3,2,2,1,2,No,1
719,E1002276,42,1,5,0,3,15,2,18,4,4,35,3,2,1,6,1,17,3,9,3,2,4,3,1,2,No,2
720,E1002277,41,1,5,1,3,15,2,1,3,4,76,3,1,4,3,0,22,1,12,3,3,5,3,1,0,No,0
721,E1002278,47,0,4,1,3,15,0,1,1,3,98,3,3,2,0,0,18,1,14,3,1,13,8,5,12,No,1
722,E1002281,35,1,4,1,3,4,2,11,4,4,43,3,1,3,7,1,11,3,5,3,3,2,2,2,2,No,2
723,E1002285,22,1,5,2,3,15,2,1,2,4,63,3,1,3,0,0,12,4,4,2,4,3,2,1,2,No,2
724,E1002286,35,1,4,2,3,15,2,9,4,2,48,3,2,3,1,0,19,2,10,5,3,10,7,0,8,No,2
725,E1002287,33,0,4,1,3,6,2,15,2,2,95,3,2,4,0,1,13,1,10,6,3,9,7,8,1,No,1
726,E1002288,32,0,5,2,3,13,2,29,4,3,49,2,1,2,1,0,13,3,6,3,3,6,2,4,1,No,2
727,E1002290,40,1,5,1,3,13,2,1,4,1,83,3,1,4,8,0,19,3,8,3,2,1,0,0,0,No,2
728,E1002291,32,1,4,1,4,14,2,1,4,2,68,2,1,2,0,0,14,2,3,2,3,2,2,2,2,No,1
729,E1002292,39,1,5,2,3,15,2,24,1,1,52,3,2,4,7,0,13,1,18,2,3,7,7,1,7,No,1
730,E1002293,38,0,4,1,3,4,2,10,3,2,99,1,3,3,3,0,12,1,20,3,3,18,16,1,11,No,1
731,E1002295,37,0,5,1,3,4,2,10,3,3,42,4,3,4,1,1,25,1,16,2,3,16,11,6,8,No,0
732,E1002296,25,0,1,0,4,18,2,8,2,1,85,3,2,3,0,1,22,2,6,3,2,5,3,0,4,No,2
733,E1002297,52,1,5,0,4,14,0,29,4,1,40,3,1,4,2,0,15,2,16,3,2,9,8,0,0,No,2
734,E1002298,44,1,4,2,3,15,2,1,3,2,42,3,1,4,6,1,12,3,6,2,3,4,3,1,2,No,1
735,E1002299,21,1,4,2,4,14,2,5,1,3,58,3,1,1,1,1,11,4,2,6,3,2,2,1,2,No,2
736,E1002301,23,1,3,1,4,14,1,9,3,4,33,3,1,1,1,0,19,1,1,3,2,1,0,1,0,Yes,2
737,E1002302,36,0,4,1,4,18,2,3,3,1,94,2,3,4,0,0,19,3,10,2,3,9,7,3,4,No,1
738,E1002303,36,0,5,0,3,7,1,4,2,4,97,3,2,2,7,0,13,2,18,3,3,4,2,0,2,No,2
739,E1002304,56,1,5,0,3,6,0,1,4,3,57,3,2,3,1,0,21,1,13,2,2,13,12,1,9,No,0
740,E1002305,29,1,4,1,3,15,2,1,4,1,36,3,1,4,9,1,14,2,4,3,4,2,2,2,2,Yes,1
741,E1002310,56,1,2,1,3,13,2,7,2,4,72,3,1,3,8,0,11,4,14,4,1,10,9,9,8,Yes,1
742,E1002312,41,0,5,1,3,7,2,28,4,1,60,2,4,2,0,0,23,3,21,3,3,20,7,0,10,No,2
743,E1002313,34,0,3,1,4,18,2,28,3,4,95,2,2,3,1,0,21,4,8,2,3,8,7,1,7,No,0
744,E1002314,36,1,3,0,4,18,0,15,4,4,88,1,2,4,1,0,24,1,15,4,2,15,12,11,11,No,0
745,E1002315,41,1,5,0,4,18,2,3,3,3,57,2,2,2,2,0,11,3,14,5,3,5,4,0,4,No,2
746,E1002316,32,1,2,2,3,15,2,2,3,4,78,3,1,1,1,0,14,4,4,4,3,4,2,1,2,No,2
747,E1002318,35,0,5,2,2,9,2,26,4,3,31,3,3,4,1,1,16,3,9,2,3,9,0,1,7,No,2
748,E1002319,38,0,5,1,4,18,2,10,2,1,100,3,2,4,1,0,11,3,10,1,3,10,7,1,9,No,1
749,E1002322,50,1,5,0,4,18,1,1,4,2,94,3,2,3,7,0,12,4,12,3,3,6,3,0,1,Yes,0
750,E1002323,36,0,3,1,4,18,2,11,4,2,100,2,2,4,4,0,13,1,8,2,2,6,3,0,0,No,2
751,E1002326,40,1,5,2,3,15,2,2,4,3,52,2,1,3,2,0,14,4,8,2,3,2,2,2,2,No,2
752,E1002327,35,1,5,1,3,15,1,18,4,3,80,3,2,3,1,1,14,4,10,2,4,10,2,0,2,No,2
753,E1002329,40,0,4,1,3,15,2,2,4,3,98,3,1,3,2,0,14,2,20,2,3,5,3,0,2,No,2
754,E1002330,35,0,5,1,3,15,2,1,4,3,62,1,1,4,1,0,12,4,4,5,3,4,3,1,1,No,2
755,E1002331,29,1,1,1,3,15,2,13,2,4,46,2,2,2,4,1,13,1,10,2,3,4,3,0,3,No,2
756,E1002332,29,0,4,2,3,15,2,28,4,4,73,2,1,1,1,0,14,2,5,3,1,5,4,0,4,No,1
757,E1002333,50,1,3,0,4,18,2,28,3,4,39,2,3,1,4,1,13,2,20,3,3,3,2,2,0,Yes,2
758,E1002334,39,0,3,1,4,18,2,24,1,2,60,2,4,4,0,0,11,1,21,2,2,20,9,9,6,No,1
759,E1002335,31,1,4,2,3,7,0,5,3,2,74,3,2,1,0,0,19,2,10,2,3,9,4,1,7,No,1
760,E1002338,26,0,1,2,4,14,2,5,3,4,30,2,1,3,0,0,18,4,5,2,3,4,2,0,0,No,2
761,E1002340,39,1,4,1,3,6,2,6,1,4,42,2,3,1,4,0,15,1,9,5,3,7,7,1,7,No,2
762,E1002342,27,1,5,1,3,7,2,4,3,2,87,4,2,2,1,1,20,2,6,0,3,6,2,0,3,No,2
763,E1002343,49,1,4,1,4,18,1,2,3,4,63,2,2,2,2,0,14,4,17,3,2,9,6,0,8,No,2
764,E1002346,34,1,4,1,3,13,2,8,3,2,82,4,2,3,2,0,12,1,6,3,4,4,3,1,2,No,2
765,E100279,41,0,5,2,4,18,2,1,2,2,94,3,2,4,8,1,11,1,8,0,1,6,4,0,5,Yes,1
766,E100285,27,1,4,1,5,17,2,2,1,1,40,3,1,2,9,0,12,4,6,3,3,2,2,2,2,No,1
767,E100286,32,1,5,2,5,12,1,2,2,4,79,3,1,4,0,0,13,3,8,2,2,7,7,3,6,No,2
768,E100288,59,0,4,1,5,12,2,3,3,3,81,4,1,1,4,1,20,1,12,3,2,1,0,0,0,No,0
769,E100289,30,1,5,0,5,12,2,24,1,4,67,3,1,3,1,0,22,2,1,2,3,1,0,0,0,No,0
770,E100291,36,1,4,1,5,12,2,27,3,3,94,3,2,3,6,0,13,2,17,3,2,7,7,7,7,No,2
771,E100292,35,1,4,1,5,17,2,16,3,1,84,4,1,2,0,0,13,3,6,5,3,5,4,0,3,No,2
772,E100294,31,1,5,0,5,17,2,26,1,1,31,3,1,3,1,0,17,4,5,1,2,5,2,4,3,No,1
773,E100296,34,1,4,0,5,12,2,19,2,2,93,3,1,4,0,0,11,3,3,2,3,2,2,1,2,No,1
774,E100297,28,1,5,2,5,17,2,24,3,3,50,2,1,3,5,1,14,2,6,4,3,4,2,0,3,Yes,2
775,E100298,29,0,5,0,5,12,2,21,4,2,51,4,3,1,1,0,11,3,10,1,3,10,9,8,8,No,1
776,E100300,22,1,4,0,5,12,0,16,2,4,96,4,1,4,1,1,13,2,1,2,2,1,0,0,0,No,2
777,E100301,53,0,5,1,4,11,2,2,4,1,78,2,4,4,2,0,16,3,31,3,3,25,8,3,7,No,1
778,E100302,38,1,5,2,5,17,2,2,3,4,45,3,1,4,5,1,11,3,6,3,3,3,2,1,2,No,2
779,E100304,24,0,1,0,5,17,0,11,2,1,96,4,2,3,0,0,18,4,5,5,2,4,2,1,3,No,2
780,E100306,34,0,5,2,5,17,2,7,4,1,53,3,3,2,0,0,11,3,13,4,3,12,6,2,11,No,2
781,E100309,34,1,4,2,5,17,2,6,1,2,83,3,1,1,2,0,11,3,8,2,3,4,2,1,3,Yes,2
782,E100310,53,0,1,0,5,12,2,5,3,3,58,3,5,3,4,0,11,4,26,3,2,14,13,4,8,No,2
783,E100311,32,0,5,2,5,12,1,16,1,2,72,1,1,1,1,1,22,2,10,5,3,10,2,6,7,Yes,2
784,E100313,42,1,3,1,4,18,2,8,4,3,48,3,2,2,0,0,11,4,10,2,3,9,7,4,2,No,2
785,E100314,44,0,4,1,5,17,2,7,4,1,42,2,3,4,3,0,14,4,24,4,3,22,6,5,17,No,2
786,E100316,46,0,3,2,4,11,2,2,4,2,83,3,5,1,3,0,12,4,22,2,2,2,2,2,1,No,1
787,E100317,33,1,4,2,5,17,2,2,3,3,78,3,1,4,4,0,11,4,7,3,3,1,1,0,0,No,2
788,E100318,44,1,1,1,5,0,2,10,4,4,41,3,2,4,2,1,13,4,9,5,4,4,2,1,3,No,2
789,E100323,24,1,4,1,5,17,2,1,3,2,61,3,1,4,2,1,16,1,6,2,2,2,0,2,0,Yes,2
790,E100324,43,0,4,0,5,0,2,2,2,4,72,4,1,3,1,0,12,4,6,3,2,5,3,1,4,No,2
791,E100325,50,1,3,1,4,14,2,3,2,1,86,2,1,3,1,1,14,3,3,2,3,3,2,0,2,Yes,2
792,E100327,35,0,3,1,4,14,2,2,3,4,97,3,1,4,1,0,13,1,2,3,3,2,2,2,2,No,2
793,E100329,36,0,5,1,5,17,2,5,4,2,82,2,1,1,9,1,14,4,6,3,4,1,1,0,0,No,2
794,E100330,33,0,5,1,4,18,1,1,3,3,42,4,2,1,2,0,19,1,10,3,3,5,3,1,3,No,2
795,E100331,35,1,1,0,5,17,2,4,2,3,75,3,1,4,1,0,12,3,1,3,3,1,0,0,0,No,2
796,E100332,27,0,5,0,5,0,2,2,4,4,33,3,1,1,1,0,13,4,1,6,3,1,0,0,0,No,2
797,E100333,26,1,5,2,5,0,2,25,3,1,48,1,1,3,1,0,12,3,1,2,2,1,0,0,1,Yes,2
798,E100334,27,1,5,2,4,18,1,8,3,4,37,3,3,3,1,0,15,4,9,0,3,9,8,1,7,No,2
799,E100335,30,0,4,2,5,17,1,1,2,3,58,3,2,4,1,0,23,4,12,2,3,12,8,3,7,No,0
800,E100338,34,1,3,2,4,18,0,23,4,2,72,3,2,3,0,0,20,3,10,2,3,9,5,8,7,No,1
801,E100339,37,1,5,1,5,17,2,19,2,2,73,3,1,2,4,0,21,1,8,1,3,1,0,0,0,No,0
802,E100340,46,1,3,2,4,18,1,5,4,1,98,3,2,4,4,1,21,3,14,4,3,9,6,0,8,No,2
803,E100341,35,1,5,1,5,0,2,8,1,4,36,4,1,4,1,0,19,4,1,2,3,1,0,0,1,No,2
804,E100342,48,1,5,2,5,17,2,1,2,1,98,2,3,3,9,1,13,4,23,2,3,1,0,0,0,Yes,2
805,E100343,28,1,2,2,5,0,2,5,4,3,50,3,1,3,1,1,13,3,2,3,2,2,2,2,2,Yes,2
806,E100346,44,0,3,0,4,18,2,1,5,2,75,3,2,1,5,1,21,3,9,2,2,4,3,1,3,No,1
807,E100348,35,1,4,1,5,0,0,11,2,3,79,2,3,1,2,1,13,3,10,3,3,4,0,2,3,No,2
808,E100350,26,0,3,1,4,18,2,23,3,3,47,2,2,4,7,1,19,3,5,2,2,2,2,0,0,No,2
809,E100351,33,0,5,2,5,17,1,1,2,1,98,3,3,4,1,1,12,3,15,1,3,15,14,8,12,No,1
810,E100352,35,1,5,1,4,18,1,18,5,2,71,3,3,1,1,0,22,4,9,3,2,9,8,1,8,No,1
811,E100353,35,0,4,1,5,3,2,23,4,3,30,3,1,1,3,1,15,3,4,3,3,2,2,2,2,No,2
812,E100354,31,1,5,0,5,17,2,7,4,4,48,3,2,4,3,0,22,4,10,3,2,7,7,1,7,No,0
813,E100355,37,1,5,0,5,3,2,1,4,1,51,2,2,3,1,0,18,3,7,2,4,7,5,0,7,No,2
814,E100356,32,1,4,1,5,17,2,1,3,1,33,3,2,4,1,1,22,2,9,3,3,9,8,7,8,No,2
815,E100357,38,0,5,2,5,17,1,29,5,4,50,3,2,4,1,0,11,4,10,2,3,10,3,9,9,No,2
816,E100358,50,0,4,0,5,17,2,7,2,2,43,2,5,3,5,1,12,4,29,2,2,27,3,13,8,No,2
817,E100359,59,0,5,2,4,18,2,25,3,1,99,3,3,1,7,0,11,4,28,3,2,21,16,7,9,No,1
818,E100361,36,0,2,0,5,3,2,8,3,3,59,3,3,3,1,0,13,2,17,2,3,17,14,12,8,No,2
819,E100363,36,1,5,2,5,3,1,11,3,2,95,2,2,2,1,0,13,3,6,3,3,6,5,0,3,No,0
820,E100364,45,1,5,0,5,3,2,7,3,2,59,3,3,1,2,0,17,3,25,2,3,1,0,0,0,No,2
821,E100366,35,1,4,1,5,17,1,1,3,2,79,3,1,1,4,0,13,4,5,2,2,3,2,1,2,No,2
822,E100368,36,1,4,1,5,17,2,9,3,4,79,2,1,3,0,1,17,1,2,0,2,1,0,0,0,Yes,2
823,E100372,29,1,5,1,5,3,2,2,3,3,76,3,1,2,0,0,23,4,6,3,3,5,4,0,4,No,0
824,E100373,31,1,4,2,5,3,2,1,4,3,87,3,1,2,1,0,17,2,1,4,3,1,1,1,0,No,2
825,E100374,32,1,5,1,5,17,2,1,3,2,66,3,2,2,1,0,17,2,10,3,3,10,4,0,9,No,2
826,E100375,36,0,5,1,5,17,2,6,3,2,55,4,1,4,3,0,12,2,5,3,3,1,0,0,0,No,2
827,E100376,31,0,5,2,5,17,2,8,4,3,61,3,2,4,1,0,23,4,11,2,3,11,7,1,8,No,0
828,E100378,35,1,3,2,4,18,2,1,4,3,32,2,2,1,0,0,14,2,16,2,3,15,13,2,8,No,2
829,E100381,46,1,4,0,2,9,2,5,2,2,80,3,2,2,8,1,22,4,16,2,3,4,2,0,2,No,2
830,E100382,30,1,5,1,5,17,2,1,1,4,55,2,2,4,1,1,12,3,10,1,2,10,8,3,0,No,2
831,E100383,35,1,4,2,5,3,2,1,3,2,30,2,1,3,1,0,18,1,6,3,3,6,4,0,4,No,2
832,E100384,55,1,5,1,4,18,2,1,2,1,70,3,3,4,3,0,14,4,24,4,3,1,0,1,0,No,2
833,E100385,38,0,4,0,5,17,0,6,3,2,79,1,2,4,7,1,12,4,17,3,3,13,11,1,9,No,2
834,E100388,34,1,4,1,5,3,2,1,2,1,94,3,2,2,1,0,15,3,5,2,3,5,2,1,3,No,2
835,E100391,23,1,2,0,4,14,2,2,1,3,62,3,1,1,3,0,13,3,3,3,3,0,0,0,0,No,2
836,E100395,30,1,5,1,5,17,2,2,3,3,99,2,2,4,1,0,19,1,11,3,3,11,10,10,8,No,2
837,E100396,46,1,4,2,4,18,2,9,2,3,64,2,3,4,1,0,16,4,9,3,3,9,8,4,7,Yes,2
838,E100397,40,1,5,1,5,17,1,1,4,3,78,2,4,2,1,0,22,4,22,3,2,22,3,11,11,No,0
839,E100398,51,1,3,2,4,18,2,21,4,3,71,3,2,4,0,1,22,4,11,2,1,10,7,1,0,No,2
840,E100399,30,0,4,0,4,18,2,4,2,3,63,2,2,2,1,1,12,2,11,4,2,11,8,2,7,No,2
841,E100402,46,1,4,1,5,17,1,1,3,3,40,2,3,1,2,1,13,3,21,5,2,10,9,9,5,No,2
842,E100403,32,1,4,2,4,18,2,6,4,2,87,3,2,3,1,0,16,1,12,0,3,11,8,5,7,No,1
843,E100406,24,0,1,1,4,18,2,3,2,1,33,3,2,3,0,0,21,1,4,2,2,3,2,0,2,No,2
844,E100407,28,1,4,1,4,18,0,4,3,2,43,3,2,3,1,0,15,2,5,3,4,5,4,0,4,No,0
845,E100409,58,1,4,2,4,18,2,10,4,4,37,3,4,3,0,0,13,3,38,1,2,37,10,1,8,No,2
846,E100410,44,1,4,1,5,17,0,23,3,2,67,3,2,2,4,0,12,3,17,3,4,3,2,1,2,No,2
847,E100411,37,1,0,0,2,9,2,6,4,3,63,3,1,1,4,1,22,4,7,3,3,3,2,0,2,Yes,0
848,E100412,32,1,5,2,5,17,2,1,1,4,71,3,1,1,1,0,13,4,1,2,3,1,0,0,0,No,2
849,E100416,34,0,1,2,5,17,2,6,4,1,41,3,2,3,1,0,14,3,16,3,3,16,13,2,10,No,2
850,E100417,37,1,5,0,5,3,0,2,2,3,100,2,2,4,5,0,14,4,17,2,4,1,0,0,0,No,2
851,E100419,50,0,5,1,5,3,1,1,3,1,73,3,5,2,3,1,19,1,28,1,2,8,3,0,7,No,2
852,E100420,25,1,3,2,4,18,2,5,3,3,46,2,2,3,1,1,11,4,6,1,3,6,4,0,3,Yes,2
853,E100421,25,1,4,1,5,3,2,7,1,4,64,2,1,4,1,0,11,3,2,2,3,2,2,2,1,No,2
854,E100422,22,0,4,2,5,17,2,15,3,2,59,3,1,4,1,0,15,3,1,5,3,0,0,0,0,No,2
855,E100425,34,1,5,2,5,17,1,7,3,1,66,1,2,3,1,1,24,4,9,3,3,9,7,0,6,Yes,0
856,E100426,54,0,0,2,2,11,0,26,3,4,30,4,4,4,2,1,12,3,23,3,3,5,3,4,4,No,2
857,E100428,24,1,5,1,5,3,2,18,1,2,52,3,1,3,0,0,12,3,6,2,3,5,3,1,2,No,2
858,E100429,34,0,5,0,5,3,2,6,4,3,45,2,2,2,6,0,15,3,12,3,3,1,0,0,0,No,2
859,E100430,37,1,5,2,4,18,2,3,3,3,87,3,3,4,2,0,12,1,12,3,3,5,3,1,3,No,2
860,E100431,34,0,4,2,5,3,2,5,3,3,45,2,3,1,2,0,12,4,14,6,3,11,10,5,8,No,2
861,E100433,36,0,5,0,5,17,2,3,2,1,39,3,1,4,5,0,22,1,7,2,3,1,0,0,0,No,0
862,E100436,43,1,5,1,4,11,1,26,2,3,92,3,4,4,1,1,12,4,25,3,4,25,12,4,12,No,2
863,E100438,33,1,3,1,4,18,0,22,2,3,95,3,2,2,0,0,13,1,8,2,4,7,7,0,7,No,2
864,E100440,51,1,5,2,5,17,2,6,3,1,51,3,5,3,7,0,13,3,23,5,3,20,18,15,15,No,2
865,E100441,31,1,5,1,4,18,2,6,4,2,76,1,2,3,4,1,18,2,12,3,2,7,7,7,7,Yes,1
866,E100442,26,0,1,1,5,17,2,6,3,3,46,2,1,2,1,0,19,3,5,3,2,5,4,4,3,No,2
867,E100443,58,0,4,1,5,17,2,23,4,4,94,3,3,4,1,0,12,4,40,3,2,40,10,15,6,Yes,2
868,E100445,19,1,3,2,4,14,2,22,1,4,50,3,1,3,1,1,19,4,0,2,2,0,0,0,0,Yes,2
869,E100447,22,1,2,1,5,17,2,2,1,3,100,3,1,4,0,0,14,3,3,2,3,2,1,2,1,No,2
870,E100448,49,0,4,1,5,17,2,20,4,3,96,3,2,1,1,0,14,3,16,2,2,15,11,5,11,No,2
871,E100449,43,0,4,2,5,17,1,28,3,2,72,4,1,3,4,0,12,4,18,2,3,3,2,1,2,No,2
872,E100452,50,0,3,2,4,18,1,12,3,3,77,3,3,4,4,0,11,4,16,3,3,2,2,2,1,No,2
873,E100453,31,0,5,1,4,18,2,20,3,2,71,1,2,3,3,1,11,3,4,2,3,2,2,2,2,Yes,1
874,E100454,41,1,5,0,4,18,2,9,1,3,96,3,3,3,3,1,13,3,12,2,3,9,7,0,7,No,2
875,E100455,26,0,5,1,2,9,2,25,1,3,61,3,1,3,1,0,23,4,8,3,3,8,7,5,7,No,0
876,E100456,36,1,4,0,5,17,2,6,2,2,84,3,2,2,6,0,20,4,7,0,3,3,2,0,1,No,2
877,E100457,51,1,5,2,5,3,1,8,4,1,53,1,3,4,2,0,15,4,18,2,3,4,2,0,3,Yes,0
878,E100461,25,1,5,1,4,18,2,28,3,1,41,2,2,3,2,0,18,4,6,3,3,2,2,2,2,No,1
879,E100462,30,1,0,1,2,9,2,9,3,3,48,3,2,4,0,1,19,4,12,2,1,11,9,4,7,No,2
880,E100470,45,1,4,2,5,8,2,29,3,3,83,3,1,4,5,0,13,2,9,2,2,6,5,0,3,No,2
881,E100471,38,0,2,2,5,17,2,3,5,4,32,3,2,3,3,1,20,2,19,2,3,3,2,2,2,No,0
882,E100472,30,0,5,2,5,17,2,18,3,1,75,3,1,3,1,0,14,3,5,4,2,5,4,0,4,No,2
883,E100475,30,0,2,0,5,17,2,5,3,4,84,3,1,1,5,0,14,4,8,3,3,3,2,2,2,No,2
884,E100478,41,1,5,1,5,17,2,9,4,3,94,3,1,1,2,0,21,4,7,2,3,5,0,1,4,No,0
885,E100479,19,0,4,2,5,8,2,3,1,2,79,3,1,2,1,0,14,4,1,3,3,1,0,0,0,No,2
886,E100482,35,1,3,1,4,18,2,1,5,3,94,3,3,2,1,0,13,1,10,3,3,10,8,0,6,No,2
887,E100483,53,1,3,1,4,14,2,6,2,2,34,3,2,3,2,1,20,4,13,3,1,7,7,4,5,No,1
888,E100484,45,1,5,0,5,17,2,9,3,2,60,3,2,2,8,0,18,3,20,2,1,17,9,0,15,No,2
889,E100485,32,0,3,2,4,18,1,8,3,2,43,3,3,4,1,0,14,4,9,2,3,9,8,3,7,No,1
890,E100486,29,1,2,1,5,8,0,1,1,4,41,3,2,3,1,0,13,1,10,1,3,10,7,0,9,No,2
891,E100492,58,0,4,1,5,8,2,9,3,2,75,2,1,2,4,1,20,2,9,3,2,1,0,0,0,No,0
